year_film,year_ceremony,category,film,name
2019,2020,ANIMATED FEATURE FILM,Toy Story 4,"Josh Cooley, Mark Nielsen and Jonas Rivera"
2019,2020,BEST PICTURE,Parasite,"Kwak Sin Ae and Bong Joon Ho, Producers"
2019,2020,CINEMATOGRAPHY,1917,Roger Deakins
2019,2020,COSTUME DESIGN,Little Women (2019),Jacqueline Durran
2019,2020,DIRECTING,Parasite,Bong Joon Ho
2019,2020,DOCUMENTARY (Feature),American Factory,"Steven Bognar, Julia Reichert and Jeff Reichert"
2019,2020,DOCUMENTARY (Short Subject),Learning to Skateboard in a Warzone (If You're a Girl),Carol Dysinger and Elena Andreicheva
2019,2020,FILM EDITING,Ford v Ferrari,Michael McCusker and Andrew Buckland
2019,2020,INTERNATIONAL FEATURE FILM,Parasite,South Korea
2019,2020,MAKEUP AND HAIRSTYLING,Bombshell,"Kazu Hiro, Anne Morgan and Vivian Baker"
2019,2020,MUSIC (Original Score),Joker,Hildur Guðnadóttir
2019,2020,MUSIC (Original Song),Rocketman,Music by Elton John; Lyric by Bernie Taupin
2019,2020,PRODUCTION DESIGN,Once upon a Time...in Hollywood,Production Design: Barbara Ling; Set Decoration: Nancy Haigh
2019,2020,SHORT FILM (Animated),Hair Love,Matthew A. Cherry and Karen Rupert Toliver
2019,2020,SHORT FILM (Live Action),The Neighbors' Window,Marshall Curry
2019,2020,SOUND EDITING,Ford v Ferrari,Donald Sylvester
2019,2020,SOUND MIXING,1917,Mark Taylor and Stuart Wilson
2019,2020,VISUAL EFFECTS,1917,"Guillaume Rocheron, Greg Butler and Dominic Tuohy"
2019,2020,WRITING (Adapted Screenplay),Jojo Rabbit,Screenplay by Taika Waititi
2019,2020,WRITING (Original Screenplay),Parasite,"Screenplay by Bong Joon Ho, Han Jin Won; Story by Bong Joon Ho"
2020,2021,ACTOR IN A LEADING ROLE,The Father,Anthony Hopkins
2020,2021,ACTOR IN A SUPPORTING ROLE,Judas and the Black Messiah,Daniel Kaluuya
2020,2021,ACTRESS IN A LEADING ROLE,Nomadland,Frances McDormand
2020,2021,ACTRESS IN A SUPPORTING ROLE,Minari,Yuh-Jung Youn
2020,2021,ANIMATED FEATURE FILM,Soul,Pete Docter and Dana Murray
2020,2021,BEST PICTURE,Nomadland,"Frances McDormand, Peter Spears, Mollye Asher, Dan Janvey and Chloé Zhao, Producers"
2020,2021,CINEMATOGRAPHY,Mank,Erik Messerschmidt
2020,2021,COSTUME DESIGN,Ma Rainey's Black Bottom,Ann Roth
2020,2021,DIRECTING,Nomadland,Chloé Zhao
2020,2021,DOCUMENTARY (Feature),My Octopus Teacher,"Pippa Ehrlich, James Reed and Craig Foster"
2020,2021,DOCUMENTARY (Short Subject),Colette,Anthony Giacchino and Alice Doyard
2020,2021,FILM EDITING,Sound of Metal,Mikkel E. G. Nielsen
2020,2021,INTERNATIONAL FEATURE FILM,Another Round,Denmark
2020,2021,MAKEUP AND HAIRSTYLING,Ma Rainey's Black Bottom,"Sergio Lopez-Rivera, Mia Neal and Jamika Wilson"
2020,2021,MUSIC (Original Score),Soul,"Trent Reznor, Atticus Ross and Jon Batiste"
2020,2021,MUSIC (Original Song),Judas and the Black Messiah,Music by H.E.R. and Dernst Emile II; Lyric by H.E.R. and Tiara Thomas
2020,2021,PRODUCTION DESIGN,Mank,Production Design: Donald Graham Burt; Set Decoration: Jan Pascale
2020,2021,SHORT FILM (Animated),If Anything Happens I Love You,Will McCormack and Michael Govier
2020,2021,SHORT FILM (Live Action),Two Distant Strangers,Travon Free and Martin Desmond Roe
2020,2021,SOUND,Sound of Metal,"Nicolas Becker, Jaime Baksht, Michellee Couttolenc, Carlos Cortés and Phillip Bladh"
2020,2021,VISUAL EFFECTS,Tenet,"Andrew Jackson, David Lee, Andrew Lockley and Scott Fisher"
2020,2021,WRITING (Adapted Screenplay),The Father,Screenplay by Christopher Hampton and Florian Zeller
2020,2021,WRITING (Original Screenplay),Promising Young Woman,Written by Emerald Fennell
2021,2022,ACTOR IN A LEADING ROLE,King Richard,Will Smith
2021,2022,ACTOR IN A SUPPORTING ROLE,CODA,Troy Kotsur
2021,2022,ACTRESS IN A LEADING ROLE,The Eyes of Tammy Faye,Jessica Chastain
2021,2022,ACTRESS IN A SUPPORTING ROLE,West Side Story (2021),Ariana DeBose
2021,2022,ANIMATED FEATURE FILM,Encanto,"Jared Bush, Byron Howard, Yvett Merino and Clark Spencer"
2021,2022,BEST PICTURE,CODA,"Philippe Rousselet, Fabrice Gianfermi and Patrick Wachsberger, Producers"
2021,2022,CINEMATOGRAPHY,Dune (2021),Greig Fraser
2021,2022,COSTUME DESIGN,Cruella,Jenny Beavan
2021,2022,DIRECTING,The Power of the Dog,Jane Campion
2021,2022,DOCUMENTARY (Feature),"Summer of Soul (...Or, When the Revolution Could Not Be Televised)","Ahmir ""Questlove"" Thompson, Joseph Patel, Robert Fyvolent and David Dinerstein"
2021,2022,DOCUMENTARY (Short Subject),The Queen of Basketball,Ben Proudfoot
2021,2022,FILM EDITING,Dune (2021),Joe Walker
2021,2022,INTERNATIONAL FEATURE FILM,Drive My Car,Japan
2021,2022,MAKEUP AND HAIRSTYLING,The Eyes of Tammy Faye,"Linda Dowds, Stephanie Ingram and Justin Raleigh"
2021,2022,MUSIC (Original Score),Dune (2021),Hans Zimmer
2021,2022,MUSIC (Original Song),No Time to Die,Music and Lyric by Billie Eilish and Finneas O'Connell
2021,2022,PRODUCTION DESIGN,Dune (2021),Production Design: Patrice Vermette; Set Decoration: Zsuzsanna Sipos
2021,2022,SHORT FILM (Animated),The Windshield Wiper,Alberto Mielgo and Leo Sanchez
2021,2022,SHORT FILM (Live Action),The Long Goodbye,Aneil Karia and Riz Ahmed
2021,2022,SOUND,Dune (2021),"Mac Ruth, Mark Mangini, Theo Green, Doug Hemphill and Ron Bartlett"
2021,2022,VISUAL EFFECTS,Dune (2021),"Paul Lambert, Tristan Myles, Brian Connor and Gerd Nefzer"
2021,2022,WRITING (Adapted Screenplay),CODA,Screenplay by Siân Heder
2021,2022,WRITING (Original Screenplay),Belfast,Written by Kenneth Branagh
2022,2023,ACTOR IN A LEADING ROLE,The Whale,Brendan Fraser
2022,2023,ACTOR IN A SUPPORTING ROLE,Everything Everywhere All at Once,Ke Huy Quan
2022,2023,ACTRESS IN A LEADING ROLE,Everything Everywhere All at Once,Michelle Yeoh
2022,2023,ACTRESS IN A SUPPORTING ROLE,Everything Everywhere All at Once,Jamie Lee Curtis
2022,2023,ANIMATED FEATURE FILM,Guillermo del Toro's Pinocchio,"Guillermo del Toro, Mark Gustafson, Gary Ungar and Alex Bulkley"
2022,2023,AWARD OF COMMENDATION,Welcome to Chechnya,To Ryan Laney for his innovative adaptation and deployment of AI-driven facial veiling technology used to protect the identities while preserving the visual relatability of subjects in documentary filmmaking as exemplified in Welcome to Chechnya (2020).
2022,2023,BEST PICTURE,Everything Everywhere All at Once,"Daniel Kwan, Daniel Scheinert and Jonathan Wang, Producers"
2022,2023,CINEMATOGRAPHY,All Quiet on the Western Front (2022),James Friend
2022,2023,COSTUME DESIGN,Black Panther: Wakanda Forever,Ruth Carter
2022,2023,DIRECTING,Everything Everywhere All at Once,Daniel Kwan and Daniel Scheinert
2022,2023,DOCUMENTARY FEATURE FILM,Navalny,"Daniel Roher, Odessa Rae, Diane Becker, Melanie Miller and Shane Boris"
2022,2023,DOCUMENTARY SHORT FILM,The Elephant Whisperers,Kartiki Gonsalves and Guneet Monga
2022,2023,FILM EDITING,Everything Everywhere All at Once,Paul Rogers
2022,2023,INTERNATIONAL FEATURE FILM,All Quiet on the Western Front (2022),Germany
2022,2023,MAKEUP AND HAIRSTYLING,The Whale,"Adrien Morot, Judy Chin and Annemarie Bradley"
2022,2023,MUSIC (Original Score),All Quiet on the Western Front (2022),Volker Bertelmann
2022,2023,MUSIC (Original Song),RRR,Music by M.M. Keeravaani; Lyric by Chandrabose
2022,2023,PRODUCTION DESIGN,All Quiet on the Western Front (2022),Production Design: Christian M. Goldbeck; Set Decoration: Ernestine Hipper
2022,2023,SHORT FILM (Animated),"The Boy, the Mole, the Fox and the Horse",Charlie Mackesy and Matthew Freud
2022,2023,SHORT FILM (Live Action),An Irish Goodbye,Tom Berkeley and Ross White
2022,2023,SOUND,Top Gun: Maverick,"Mark Weingarten, James H. Mather, Al Nelson, Chris Burdon and Mark Taylor"
2022,2023,VISUAL EFFECTS,Avatar: The Way of Water,"Joe Letteri, Richard Baneham, Eric Saindon and Daniel Barrett"
2022,2023,WRITING (Adapted Screenplay),Women Talking,Screenplay by Sarah Polley
2022,2023,WRITING (Original Screenplay),Everything Everywhere All at Once,Written by Daniel Kwan & Daniel Scheinert
2023,2024,ACTOR IN A LEADING ROLE,Oppenheimer,Cillian Murphy
2023,2024,ACTOR IN A SUPPORTING ROLE,Oppenheimer,Robert Downey Jr.
2023,2024,ACTRESS IN A LEADING ROLE,Poor Things,Emma Stone
2023,2024,ACTRESS IN A SUPPORTING ROLE,The Holdovers,Da'Vine Joy Randolph
2023,2024,ANIMATED FEATURE FILM,The Boy and the Heron,Hayao Miyazaki and Toshio Suzuki
2023,2024,BEST PICTURE,Oppenheimer,"Emma Thomas, Charles Roven and Christopher Nolan, Producers"
2023,2024,CINEMATOGRAPHY,Oppenheimer,Hoyte van Hoytema
2023,2024,COSTUME DESIGN,Poor Things,Holly Waddington
2023,2024,DIRECTING,Oppenheimer,Christopher Nolan
2023,2024,DOCUMENTARY FEATURE FILM,20 Days in Mariupol,"Mstyslav Chernov, Michelle Mizner and Raney Aronson-Rath"
2023,2024,DOCUMENTARY SHORT FILM,The Last Repair Shop,Ben Proudfoot and Kris Bowers
2023,2024,FILM EDITING,Oppenheimer,Jennifer Lame
2023,2024,INTERNATIONAL FEATURE FILM,The Zone of Interest,United Kingdom
2023,2024,MAKEUP AND HAIRSTYLING,Poor Things,"Nadia Stacey, Mark Coulier and Josh Weston"
2023,2024,MUSIC (Original Score),Oppenheimer,Ludwig Göransson
2023,2024,MUSIC (Original Song),Barbie,Music and Lyric by Billie Eilish and Finneas O'Connell
2023,2024,PRODUCTION DESIGN,Poor Things,Production Design: James Price and Shona Heath; Set Decoration: Zsuzsa Mihalek
2023,2024,SHORT FILM (Animated),WAR IS OVER! Inspired by the Music of John & Yoko,Dave Mullins and Brad Booker
2023,2024,SHORT FILM (Live Action),The Wonderful Story of Henry Sugar,Wes Anderson and Steven Rales
2023,2024,SOUND,The Zone of Interest,Tarn Willers and Johnnie Burn
2023,2024,VISUAL EFFECTS,Godzilla Minus One,"Takashi Yamazaki, Kiyoko Shibuya, Masaki Takahashi and Tatsuji Nojima"
2023,2024,WRITING (Adapted Screenplay),American Fiction,Written for the screen by Cord Jefferson
2023,2024,WRITING (Original Screenplay),Anatomy of a Fall,Screenplay - Justine Triet and Arthur Harari
